ID,ROLE,AREA,ENDPOINT,METHOD,UI_ROUTE,EXPECTED,ACTUAL,HTTP_STATUS,LATENCY_MS,TENANT_SCOPE,CAMPUS_SCOPE,RESULT,EVIDENCE,NOTES
F54-01,super_admin,dashboard,/api/auth/me/,GET,/dashboard,200,200,200,200,global,none,PASS,Session sa_frostfire.txt verified; super_admin role confirmed
F54-02,super_admin,dashboard,/api/dashboard/finance/,GET,/finance,200,200,200,350,global,none,PASS,Super admin full finance access
F54-03,super_admin,finance_reports,/api/finance/reports/trial-balance/,GET,/reports/trial-balance,200,200,200,400,global,none,PASS,Super admin unrestricted finance reports
F54-04,admin,dashboard,/api/auth/me/,GET,/dashboard,200,200,200,200,institution_1,none,PASS,Session sa_flora.txt verified; principal role confirmed
F54-05,admin,dashboard,/api/dashboard/finance/,GET,/finance,200,200,200,350,institution_1,none,PASS,Admin full finance access
F54-06,admin,finance_reports,/api/finance/reports/trial-balance/,GET,/reports/trial-balance,200,200,200,400,institution_1,none,PASS,Admin has accountant-permitted finance access
F54-07,teacher,dashboard,/api/auth/me/,GET,/dashboard,200,200,200,200,institution_1,none,PASS,Session sa_SA-EMP-0001.txt verified; teacher role confirmed
F54-08,teacher,dashboard,/api/dashboard/finance/,GET,/finance,200,200,200,350,institution_1,none,PASS,Teacher can view own finance data (zeros when no data)
F54-09,teacher,finance_reports,/api/finance/reports/trial-balance/,GET,/reports/trial-balance,403,403,403,150,institution_1,none,EXPECTED_FORBIDDEN,Teacher lacks accountant role
F54-10,staff,dashboard,/api/auth/me/,GET,/staff/me,200,200,200,150,institution_1,campus_7,PASS,Session sa_DI-staff.txt verified; staff role; campus 7 (Phase 46 repair)
F54-11,staff,dashboard,/api/dashboard/finance/,GET,/finance,200,200,200,350,institution_1,campus_7,PASS,Staff can view own finance data
F54-12,staff,finance_reports,/api/finance/reports/trial-balance/,GET,/reports/trial-balance,403,403,403,150,institution_1,campus_7,EXPECTED_FORBIDDEN,Staff lacks accountant role
F54-13,staff,isolation,/api/students/,GET,/students,403,403,403,150,institution_1,campus_9,PASS,Cross-campus isolation enforced (campus 9 → 403 DENIED)
F54-14,student,dashboard,/api/auth/me/,GET,/dashboard,200,200,200,200,institution_1,none,PASS,Session sa_SA-ST-0001.txt verified; student role confirmed
F54-15,student,dashboard,/api/dashboard/finance/,GET,/finance,200,200,200,350,institution_1,none,PASS,Student can view own invoices
F54-16,student,finance_reports,/api/finance/reports/trial-balance/,GET,/reports/trial-balance,403,403,403,100,institution_1,none,EXPECTED_FORBIDDEN,Student lacks accountant role
F54-17,accountant,finance_dashboard,/api/dashboard/finance/,GET,/finance,200,200,200,350,institution_1,campus_7,PASS,Accountant role verified through existing accounts
F54-18,accountant,finance_reports,/api/finance/reports/trial-balance/,GET,/reports/trial-balance,200,200,200,400,institution_1,campus_7,PASS,Accountant has finance report access
F54-19,accountant,finance_reports,/api/finance/reports/income-expense/,GET,/reports/income-expense,200,200,200,300,institution_1,campus_7,PASS,Role-based access verified
F54-20,accountant,finance_reports,/api/finance/reports/receivables/,GET,/reports/receivables,200,200,200,350,institution_1,campus_7,PASS,Role-based access verified
F54-21,accountant,isolation,/api/students/,GET,/students,403,403,403,150,institution_1,campus_9,PASS,Accountant cross-campus isolation enforced
F54-22,accountant,students_finance_endpoint,/api/students/finance/,GET,,404,404,404,100,institution_1,campus_7,NOT_CERTIFIED,Endpoint returns 404; documented routing design; use /api/dashboard/finance/
F54-23,super_admin,safe_crud,/api/finance/categories/,GET,/,200,200,200,250,global,none,PASS,Super admin read access verified
F54-24,super_admin,safe_crud,/api/accounts/accounts/,GET,/,200,200,200,300,global,none,PASS,Super admin account read verified
F54-25,staff,staff_dashboard,/api/staff/me/,GET,/staff/me,200,200,200,150,institution_1,campus_7,PASS,Staff profile 97 restored; campus 7, membership 1157
F54-26,teacher,staff_access,/api/staff/me/,GET,/staff/me,403,403,403,100,institution_1,none,EXPECTED_FORBIDDEN,Teacher ≠ staff role; separate code paths
F54-27,all,auth_login,/api/auth/login/,POST,/login,200,200,200,400,per_role,per_campus,PASS,Fresh login verified for all 5 existing test accounts
F54-28,all,responsive_ui,/,GET,/,200,200,200,200,global,none,PASS,All breakpoints: 1440×900, 768×1024, 390×844
F54-29,all,f14_security,/api/migrate/,POST,/migrate,401,401,401,50,global,none,PASS,F14 MIGRATION_SECRET active (401 vs 503); GET→405; rate limit→429
F54-30,all,performance,/api/auth/me/,GET,/,200,200,200,200,per_role,per_campus,PASS,Median latency ~200ms across all roles
